# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "count.txt" "SRR13978643Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13978643Aligned.sortedByCoord.out.bam
YHR193C	VIII	487712	488236	-	525	1561
YHR030C	VIII	168890	170344	-	1455	219
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	24
YHR162W	VIII	423072	423461	+	390	1019
YHR089C	VIII	282681	283298	-	618	604
YHL005C	VIII	98828	99220	-	393	0
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	1526
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	1
YHR212C	VIII	537759	538094	-	336	0
YHR005C	VIII	113499	114917	-	1419	235
YHR187W	VIII	480990	481919	+	930	84
YHR183W	VIII	470960	472429	+	1470	793
YHR205W	VIII	509363	511837	+	2475	275
YHR139C-A	VIII	380108	380419	-	312	6
YHR111W	VIII	333072	334394	+	1323	104
YHR049W	VIII	206462	207193	+	732	196
YHR131W-A	VIII	367747	367992	+	246	0
YHR072W	VIII	239098	241293	+	2196	185
YHR209W	VIII	519437	520312	+	876	54
YHR107C	VIII	326813	328036	-	1224	204
YHR071W	VIII	237004	237693	+	690	1288
snR71	VIII	411228	411317	+	90	3
YHR216W	VIII	554396	555967	+	1572	285
YHL013C	VIII	77430	78353	-	924	57
YHR060W	VIII	220725	221270	+	546	73
YHR143W-A	VIII	387233	387445	+	213	50
YHR142W	VIII	383538	384488	+	951	169
YHR058C	VIII	218997	219884	-	888	78
YHL008C	VIII	92627	94510	-	1884	284
YHR054W-A	VIII	214508	214702	+	195	0
YHR118C	VIII	344321	345628	-	1308	55
tT(UGU)H	VIII	466990	467061	+	72	0
YHL048W	VIII	6401	7546	+	1146	256
YHR157W	VIII	412907	413455	+	549	9
YHR110W	VIII	332282	332920	+	639	123
YHR023W	VIII	151666	157452	+	5787	182
YHR062C	VIII	222877	223758	-	882	65
YHR219W	VIII	560173	562047	+	1875	2
YHR136C	VIII	374654	375100	-	447	27
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	393
YHR181W	VIII	467228	467914	+	687	173
YHR214C-B	VIII	543964	549346	-	5383	41
YHL009W-B	VIII	85909	91318	+	5410	0
YHR214C-C	VIII	547910	549346	-	1437	0
YHL009W-A	VIII	85909	87150	+	1242	0
YIR015W	IX	381948	382382	+	435	49
YIL156W-A	IX	47292	47693	+	402	1
YIL115W-A	IX	144268	144639	+	372	3
YIL086C	IX	200153	200461	-	309	9
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	92
tT(AGU)I2	IX	325748	325820	+	73	0
YIL146C	IX	74184	75773	-	1590	104
YIL010W	IX	334882	335529	+	648	161
YIL117C	IX	140613	141569	-	957	92
YIL050W	IX	258913	259770	+	858	109
YIL107C	IX	163278	165761	-	2484	172
YIL150C	IX	61013	62728	-	1716	15
YIL165C	IX	33718	34077	-	360	109
YIL045W	IX	271161	272777	+	1617	207
YIL126W	IX	117992	122071	+	4080	266
YIL158W	IX	46201	46815	+	615	170
YIR018W	IX	384609	385346	+	738	81
YIR039C	IX	430498	432111	-	1614	59
YIL082W	IX	205635	206507	+	873	0
YIL056W	IX	249991	251913	+	1923	202
YIL161W	IX	39433	40140	+	708	67
tS(UGA)I	IX	248850	248931	+	82	2
YIL119C	IX	136654	137877	-	1224	719
YIL016W	IX	321454	321933	+	480	131
YIL144W	IX	78074	80149	+	2076	120
YIL026C	IX	304477	307929	-	3453	125
tD(GUC)I1	IX	324303	324374	-	72	4
YIL163C	IX	36899	37252	-	354	11
YIL139C	IX	87979	88716	-	738	27
YIL171W	IX	19515	19844	+	330	1
YIL068C	IX	233057	235474	-	2418	81
YIL065C	IX	241308	241775	-	468	97
YIL098C	IX	179772	180239	-	468	32
YIL141W	IX	85053	85442	+	390	2
YIL009W	IX	339344	341428	+	2085	71
YIR021W-A	IX	398514	398726	+	213	0
YIR020C-B	IX	397215	397949	-	735	0
YIL044C	IX	272950	273846	-	897	130
YIR020W-A	IX	394917	395159	+	243	0
YIR004W	IX	363221	364519	+	1299	142
YIL092W	IX	189066	190967	+	1902	70
tD(GUC)I2	IX	336349	336420	-	72	0
YIL136W	IX	93619	94800	+	1182	344
YIR022W	IX	398733	399236	+	504	168
YIL002W-A	IX	350301	350510	+	210	115
YIL066W-A	IX	237366	237809	+	444	0
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	1952
YIL123W	IX	128151	129581	+	1431	2355
YIR001C	IX	356143	356895	-	753	200
YIL153W	IX	55198	56379	+	1182	199
YIR002C	IX	357415	360396	-	2982	104
YIL108W	IX	160887	162977	+	2091	181
YIR023C-A	IX	402383	402706	-	324	2
YIL067C	IX	235724	237760	-	2037	83
YIR019C	IX	389572	393675	-	4104	53
YIL028W	IX	302100	302498	+	399	6
YIL134W	IX	97395	98330	+	936	30
YIL159W	IX	41825	45952	+	4128	44
YIL011W	IX	333727	334536	+	810	75
YIL110W	IX	156045	157178	+	1134	55
YIL131C	IX	100781	102235	-	1455	84
YIL128W	IX	113806	116904	+	3099	148
YIL064W	IX	241943	242716	+	774	64
YIL071C	IX	228660	229994	-	1335	19
YIL147C	IX	69791	73453	-	3663	120
YIL149C	IX	63028	68067	-	5040	228
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	182
YIL005W	IX	345692	347797	+	2106	214
YIL169C	IX	23119	26106	-	2988	229
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	29
YIR014W	IX	381086	381814	+	729	16
tE(CUC)I	IX	197592	197663	+	72	0
YIR033W	IX	416124	419465	+	3342	432
YIL105C	IX	167581	169641	-	2061	102
YIL057C	IX	247902	248396	-	495	0
YIL017C	IX	318200	320965	-	2766	147
YIL132C	IX	99860	100501	-	642	49
YIL070C	IX	230272	231072	-	801	197
YIL051C	IX	257843	258280	-	438	1383
YIL118W	IX	139752	140447	+	696	276
YIL097W	IX	180427	181977	+	1551	85
YIR034C	IX	419615	420736	-	1122	3049
YIL109C	IX	157385	160165	-	2781	532
YIL102C-A	IX	173365	173592	-	228	32
YIL105W-A	IX	167664	167804	+	141	0
YIL084C	IX	202276	203259	-	984	47
YIL039W	IX	278426	279847	+	1422	284
YIR003W	IX	360885	362924	+	2040	165
YIR031C	IX	413015	414679	-	1665	71
YIL074C	IX	221081	222490	-	1410	534
YIL022W	IX	311165	312460	+	1296	333
YIL030C	IX	296050	300009	-	3960	192
YIL140W	IX	85366	87837	+	2472	161
YIL031W	IX	292633	295737	+	3105	178
YIL014W	IX	326103	327995	+	1893	96
YIL137C	IX	89948	92788	-	2841	169
YIR037W	IX	423128	423619	+	492	374
YIL127C	IX	117024	117644	-	621	56
YIL143C	IX	80510	83041	-	2532	157
YIL079C	IX	210923	212005	-	1083	85
YIR008C	IX	373077	374306	-	1230	158
YIL040W	IX	277723	278139	+	417	200
YIL129C	IX	106107	113237	-	7131	207
YIL100C-A	IX	177343	177681	-	339	2
YIL124W	IX	126204	127097	+	894	408
YIL042C	IX	275108	276292	-	1185	195
YIL115C	IX	144327	148709	-	4383	216
YIL035C	IX	287790	288908	-	1119	265
YIL176C	IX	8793	9155	-	363	0
YIL006W	IX	344062	345183	+	1122	72
YIL048W	IX	261437	264892	+	3456	152
YIL066C	IX	238099	240708	-	2610	25
YIR029W	IX	410807	411838	+	1032	30
YIR018C-A	IX	385564	385701	-	138	42
YIL094C	IX	186517	187632	-	1116	1267
YIL103W	IX	171751	173028	+	1278	119
YIL155C	IX	51759	53708	-	1950	205
YIL152W	IX	56545	57252	+	708	110
YIL046W-A	IX	268309	268473	+	165	1
YIL002C	IX	350591	353431	-	2841	204
YIR030W-A	IX	412899	413282	+	384	0
YIL047C-A	IX	265099	265467	-	369	1
YIL156W	IX	48091	51306	+	3216	85
YIR012W	IX	378486	379781	+	1296	135
YIL112W	IX	151595	154846	+	3252	401
YIL025C	IX	308201	308575	-	375	2
YIL175W	IX	9183	9500	+	318	0
YIL100W	IX	177373	177726	+	354	0
YIR026C	IX	404873	405967	-	1095	149
YIR025W	IX	403659	404765	+	1107	29
YIR042C	IX	435273	435983	-	711	24
YIL075C	IX	217863	220700	-	2838	749
YIL068W-A	IX	233013	233396	+	384	3
YIL063C	IX	242761	243744	-	984	125
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	1705
YIL027C	IX	303679	304104	-	426	148
YIL085C	IX	200490	202043	-	1554	192
snR68	IX	97111	97246	+	136	1
YIL008W	IX	342536	342835	+	300	137
YIL030W-A	IX	295565	295903	+	339	7
YIL076W	IX	216658	217548	+	891	341
YIR036W-A	IX	422635	423036	+	402	1
YIL029C	IX	300829	301257	-	429	29
YIR023W	IX	399777	402689	+	2913	211
tT(AGU)I1	IX	175031	175103	+	73	0
YIL053W	IX	255115	255867	+	753	1826
YIL101C	IX	175307	177250	-	1944	202
YIL120W	IX	134417	136108	+	1692	47
YIL174W	IX	9469	9696	+	228	0
YIL032C	IX	291961	292317	-	357	0
YIL142C-A	IX	83208	83540	-	333	0
YIL164C	IX	34087	34686	-	600	73
YIL096C	IX	182117	183127	-	1011	24
YIL160C	IX	40191	41444	-	1254	32
YIL134C-A	IX	96522	96725	-	204	0
YIL062C	IX	243998	244462	-	465	461
YIL151C	IX	57338	60694	-	3357	191
YIL059C	IX	246550	246915	-	366	7
YIR030C	IX	412036	412770	-	735	5
YIL083C	IX	203556	204653	-	1098	156
YIL019W	IX	315093	316133	+	1041	56
YIL020C-A	IX	313713	314051	-	339	15
YIL099W	IX	178004	179653	+	1650	23
YIL093C	IX	187990	188784	-	795	152
YIR024C	IX	402841	403491	-	651	43
YIL135C	IX	95065	96375	-	1311	286
YIL020C	IX	314035	314820	-	786	51
YIL023C	IX	309386	310426	-	1041	120
YIL177W-A	IX	846	1328	+	483	0
YIL037C	IX	283029	284999	-	1971	40
YIL142W	IX	83302	84885	+	1584	604
YIR041W	IX	433929	434303	+	375	0
YIL034C	IX	289226	290089	-	864	676
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	84
YIL091C	IX	191030	193195	-	2166	109
YIL078W	IX	212499	214703	+	2205	840
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	1035
YIR017C	IX	383556	384119	-	564	22
YIL125W	IX	122689	125733	+	3045	439
YIL154C	IX	53981	55021	-	1041	445
PWR1	IX	395999	396939	+	941	0
YIL138C	IX	89230	89715	-	486	211
YIL130W	IX	102782	105676	+	2895	222
YIL071W-A	IX	228550	229026	+	477	15
YIL043C	IX	274072	274926	-	855	1233
YIR013C	IX	380019	380384	-	366	3
YIL055C	IX	252042	253925	-	1884	72
YIL014C-A	IX	325212	325526	-	315	18
YIL049W	IX	260158	260919	+	762	88
YIL162W	IX	37385	38983	+	1599	168
YIL104C	IX	169982	171505	-	1524	44
YIL077C	IX	214991	215953	-	963	70
YIR032C	IX	415030	415617	-	588	11
YIL007C	IX	342994	343656	-	663	67
YIL021W	IX	312905	313861	+	957	113
YIR020C	IX	394255	394557	-	303	0
YIL038C	IX	280142	282652	-	2511	176
YIR011C	IX	377287	378246	-	960	179
YIL046W	IX	268651	270573	+	1923	171
YIL157C	IX	46949	47542	-	594	36
YIL171W-A	IX	18260	18712	+	453	0
YIL121W	IX	132244	133872	+	1629	898
YIL170W	IX	19847	21220	+	1374	17
YIR038C	IX	423809	424513	-	705	436
YIR027C	IX	406260	407642	-	1383	15
YIL088C	IX	197931	199403	-	1473	542
YIR028W	IX	408468	410375	+	1908	21
YIL001W	IX	353940	355481	+	1542	53
tK(CUU)I	IX	300228	300300	-	73	0
YIL173W	IX	11492	16141	+	4650	10
tE(UUC)I	IX	370417	370488	+	72	0
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	0
YIL054W	IX	254543	254860	+	318	0
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	3313
YIR017W-A	IX	383566	384165	+	600	1
YIL145C	IX	76354	77283	-	930	154
YIR006C	IX	365466	369908	-	4443	1061
YIL013C	IX	328207	332442	-	4236	92
YIL114C	IX	149143	149988	-	846	85
YIR035C	IX	421026	421790	-	765	522
YIR007W	IX	370704	372998	+	2295	163
YIL113W	IX	150559	151188	+	630	85
YIL036W	IX	285666	287429	+	1764	416
YIR010W	IX	375431	377161	+	1731	144
YIL033C	IX	290419	291669	-	1251	614
YIR009W	IX	374525	374860	+	336	53
YIL041W	IX	276525	277505	+	981	731
YIL087C	IX	199646	200119	-	474	175
ICR1	IX	393884	397082	-	3199	58
YIR036C	IX	422074	422865	-	792	82
YIL122W	IX	130610	131665	+	1056	107
tI(AAU)I2	IX	210665	210738	+	74	0
YIL021C-A	IX	313199	313468	-	270	0
YIL090W	IX	193595	195070	+	1476	140
YIL012W	IX	333011	333352	+	342	2
YIL024C	IX	308602	309171	-	570	6
YIL111W	IX	155311	155765	+	455	238
YIL095W	IX	183937	186369	+	2433	208
YIL029W-A	IX	299735	300106	+	372	0
YIL089W	IX	195599	196216	+	618	16
YIL166C	IX	30938	32566	-	1629	30
YIL060W	IX	246392	246826	+	435	2
tI(AAU)I1	IX	183440	183513	-	74	0
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	120
YIL061C	IX	244657	245559	-	903	63
YIR040C	IX	433389	433721	-	333	0
YIL102C	IX	174582	174887	-	306	5
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	878
YIR016W	IX	382628	383425	+	798	241
YIR021W	IX	397294	398385	+	1092	37
YIL172C	IX	16784	18553	-	1770	0
YIL072W	IX	226602	228419	+	1818	18
YIL058W	IX	246914	247198	+	285	17
YIL047C	IX	265115	267823	-	2709	260
YIL015W	IX	322342	324105	+	1764	10
YIR005W	IX	364889	365335	+	447	18
YIL116W	IX	142928	144085	+	1158	872
YIL003W	IX	349122	350003	+	882	61
YIL082W-A	IX	205635	210132	+	4498	227
YCR031C	III;III	177500;178214	177906;178220	-;-	414	1831
YCL011C	III	102075	103358	-	1284	378
YCL040W	III	50838	52340	+	1503	3984
YCR052W	III	214994	216445	+	1452	238
YCR100C	III	301271	302221	-	951	7
YCR107W	III	313890	314981	+	1092	57
YCL002C	III;III	110808;111634	111557;111675	-;-	792	93
YCL024W	III	79162	82275	+	3114	37
YCR060W	III	224399	224734	+	336	50
YCR071C	III	240103	240543	-	441	42
YCR007C	III	126011	126730	-	720	50
YCL012C	III;III	101317;101701	101633;101788	-;-	405	55
YCR081C-A	III	258415	258651	-	237	0
YCR036W	III	193297	194298	+	1002	94
YCR063W	III	228318	228791	+	474	16
YCL042W	III	50584	50943	+	360	18
YCR097W-A	III	294439	294705	+	267	0
YCR025C	III	163446	163856	-	411	7
tK(CUU)C	III	151284	151356	-	73	0
YCR069W	III	239055	240011	+	957	750
YCR041W	III	200911	201243	+	333	10
YCR102W-A	III	306735	306932	+	198	0
YCR020C-A	III	154830	155096	-	267	86
YCL075W	III	2126	2566	+	441	0
YCR092C	III	276764	279820	-	3057	119
YCR005C	III	120946	122328	-	1383	3087
YCR038W-A	III	199293	199418	+	126	0
YCL034W	III	61658	62722	+	1065	243
YCL026C-B	III	73405	73986	-	582	23
YCR020W-B	III	155320	155556	+	237	14
YCR094W	III	286762	287937	+	1176	82
YCL028W	III	70150	71367	+	1218	284
YCL029C	III	68599	69921	-	1323	181
YCL074W	III	2824	3750	+	927	0
tQ(UUG)C	III	168301	168372	-	72	0
YCR086W	III	263392	263964	+	573	35
YCR006C	III	122530	123003	-	474	5
YCR083W	III	259578	259961	+	384	52
YCL039W	III	52645	54882	+	2238	233
YCL037C	III	57374	58678	-	1305	113
tE(UUC)C	III	82462	82533	-	72	0
YCL004W	III	109105	110670	+	1566	79
YCL076W	III	1392	2135	+	744	0
YCR011C	III	133724	136873	-	3150	430
YCL054W-A	III	30910	30996	+	87	0
YCR020C	III	154012	154659	-	648	27
YCL065W	III	13751	14119	+	369	0
YCL057W	III	24768	26906	+	2139	307
YCL069W	III	9706	11082	+	1377	0
YCR045W-A	III	208751	209101	+	351	0
YCL048W	III	42165	43556	+	1392	1
YCR002C	III	117380	118348	-	969	185
YCR035C	III	191834	193018	-	1185	104
YCR066W	III	231500	232963	+	1464	55
YCR032W	III	179520	186023	+	6504	123
YCL059C	III	22429	23379	-	951	187
YCR079W	III	252845	254173	+	1329	135
YCR021C	III	156109	157107	-	999	354
YCL026C-A	III	74704	75285	-	582	2
YCL046W	III	46640	46963	+	324	1
YCR104W	III	307801	308175	+	375	8
YCL001W	III	111916	112482	+	567	442
YCR054C	III	218376	220067	-	1692	32
YCR046C	III	209914	210423	-	510	241
YCR064C	III	228095	228505	-	411	1
YCL001W-B	III	113770	114024	+	255	7
YCR017C	III	144773	147634	-	2862	499
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	0
YCL041C	III	50133	50627	-	495	0
YCR043C	III	206261	206644	-	384	132
YCR095W-A	III	289639	289797	+	159	2
YCL009C	III	104619	105548	-	930	2926
tP(AGG)C	III	123577	123648	-	72	15
YCR014C	III	139185	140933	-	1749	46
YCL036W	III	59026	60726	+	1701	26
YCR051W	III	214071	214739	+	669	149
YCL045C	III	44623	46905	-	2283	463
YCL005W	III	108021	108791	+	771	91
snR43	III	107504	107712	-	209	24
YCR088W	III	265068	266846	+	1779	1058
YCR037C	III	194414	197185	-	2772	159
YCR077C	III	250238	252628	-	2391	452
YCR009C	III	130745	131542	-	798	530
YCR098C	III	297049	298605	-	1557	2
YCR047W-A	III	211301	211507	+	207	0
YCR073W-A	III	246963	247910	+	948	146
YCR039C	III	199546	200178	-	633	37
YCL032W	III	63441	64481	+	1041	94
YCR049C	III	211871	212317	-	447	0
YCR076C	III	249293	250045	-	753	119
YCL057C-A	III	24032	24325	-	294	167
YCR053W	III	216697	218241	+	1545	945
YCL008C	III	105696	106853	-	1158	242
YCR072C	III	240805	242352	-	1548	41
YCR057C	III	220457	223228	-	2772	120
YCL044C	III	47111	48364	-	1254	141
YCL033C	III	62776	63282	-	507	177
YCL030C	III	65934	68333	-	2400	3481
YCL068C	III	11503	12285	-	783	0
YCL035C	III	60841	61173	-	333	286
YCR008W	III	128470	130281	+	1812	248
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	2
YCR091W	III	274404	276566	+	2163	119
YCR108C	III	315997	316188	-	192	0
YCR042C	III	201174	205397	-	4224	164
snR65	III	177183	177282	+	100	2
YCL055W	III	27929	28936	+	1008	92
YCR003W	III	118620	119171	+	552	41
YCR022C	III	157421	157765	-	345	5
YCR089W	III	267434	272263	+	4830	170
tG(GCC)C	III	142701	142771	-	71	0
YCL016C	III	94621	95763	-	1143	56
YCL031C	III	64675	65568	-	894	162
YCL048W-A	III	41488	41727	+	240	1
YCR018C	III	148238	148903	-	666	114
YCL022C	III	81570	82085	-	516	0
YCR087C-A	III	264006	264467	-	462	0
tT(AGU)C	III	295484	295556	+	73	0
YCL023C	III	78949	79296	-	348	0
YCL010C	III	103571	104350	-	780	67
YCR001W	III	115685	115999	+	315	3
tM(CAU)C	III	149920	149991	+	72	0
YCL018W	III	91324	92418	+	1095	540
YCR073C	III	242588	246583	-	3996	102
YCR048W	III	211929	213761	+	1833	232
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	46
YCR033W	III	186489	190169	+	3681	354
YCL007C	III	106974	107366	-	393	0
YCR019W	III	152837	153928	+	1092	38
YCR102C	III	304361	305467	-	1107	4
YCR075W-A	III	248975	249202	+	228	29
YCL058W-A	III	23584	23925	+	342	0
YCL047C	III	43661	44437	-	777	74
YCR106W	III	310958	313456	+	2499	30
YCR040W	III	200442	200969	+	528	0
YCR061W	III	225563	227458	+	1896	507
YCR045C	III	208135	209610	-	1476	54
YCR085W	III	262916	263269	+	354	4
YCR024C-B	III	162599	162865	-	267	1974
YCR101C	III	302482	303030	-	549	5
YCL049C	III	39786	40724	-	939	191
YCR015C	III	141217	142170	-	954	19
snR33	III	142364	142546	-	183	38
YCR038C	III	197621	199549	-	1929	44
YCL063W	III	17290	18561	+	1272	84
YCR024C	III	160744	162222	-	1479	88
YCR065W	III	229310	231004	+	1695	193
YCR087W	III	263976	264491	+	516	1
YCR034W	III	190592	191635	+	1044	376
YCL052C	III	34143	35393	-	1251	387
YCR004C	III	119575	120318	-	744	568
YCR059C	III	223454	224230	-	777	172
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	0
YCR096C	III	293179	293538	-	360	0
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	211
tN(GUU)C	III	127716	127789	+	74	2
YCL021W-A	III	83620	83997	+	378	64
YCL064C	III	15798	16880	-	1083	16
YCR028C	III	170886	172424	-	1539	115
YCR082W	III	258883	259269	+	387	143
YCL061C	III	18816	22106	-	3291	73
YCL073C	III	6479	8326	-	1848	0
YCR013C	III	138402	139049	-	648	52
YCR090C	III	272315	272863	-	549	91
YCR084C	III	260311	262452	-	2142	666
YCR050C	III	213464	213772	-	309	5
YCR099C	III	300832	301299	-	468	15
YCL066W	III	13282	13809	+	528	0
snR189	III	178610	178798	-	189	6
YCR095C	III	288170	289258	-	1089	65
YCR068W	III	237214	238776	+	1563	113
YCL017C	III	92777	94270	-	1494	116
YCL058C	III	23523	23981	-	459	7
YCL014W	III	96281	101191	+	4911	105
YCL050C	III	37836	38801	-	966	686
YCR067C	III	233125	236322	-	3198	259
YCR047C	III	210718	211545	-	828	48
YCR044C	III	206877	207950	-	1074	194
YCR026C	III	164111	166339	-	2229	144
YCR093W	III	280117	286443	+	6327	441
YCR012W	III	137746	138996	+	1251	6010
YCR075C	III	248033	248815	-	783	79
YCL043C	III	48653	50221	-	1569	2977
YCL025C	III	76018	77919	-	1902	2306
YCL067C	III	12386	13018	-	633	0
YCR023C	III	158538	160373	-	1836	256
YCR010C	III	132273	133124	-	852	14
YCL056C	III	26925	27359	-	435	71
YCR081W	III	254371	258654	+	4284	65
YCR018C-A	III	151608	151862	-	255	2
YCR030C	III	173826	176438	-	2613	415
YCL027W	III	71803	73341	+	1539	127
YCL051W	III	35865	37616	+	1752	142
YCL038C	III	54941	56527	-	1587	117
YCR027C	III	167370	167999	-	630	78
YCL001W-A	III	113080	113541	+	462	3
YCR016W	III	143634	144506	+	873	42
YCL054W	III	31449	33974	+	2526	71
YCR105W	III	309070	310155	+	1086	23
YCR024C-A	III	162945	163067	-	123	701
YCL020W	III	85102	86418	+	1317	0
YCL019W	III	85102	90415	+	5314	92
RUF22	VI	199299	199813	-	515	0
YFL031C-A	VI	76014	76115	-	102	40
YFL026W	VI	82580	83875	+	1296	22
YFR027W	VI	207452	208297	+	846	20
YFR052W	VI	252505	253329	+	825	197
YFL064C	VI	3322	3846	-	525	0
YFL015C	VI	106469	106963	-	495	6
YFL011W	VI	112345	113985	+	1641	0
YFR017C	VI	182274	182861	-	588	548
YFL018C	VI	101628	103127	-	1500	652
YFL032W	VI	74872	75192	+	321	2
YFR036W	VI	226963	227337	+	375	66
YFR006W	VI	156145	157752	+	1608	242
YFR021W	VI	194812	196314	+	1503	102
tK(CUU)F	VI	226688	226760	-	73	1
YFL034W	VI	65477	68698	+	3222	171
YFL012W-A	VI	109810	110184	+	375	0
YFL024C	VI	87847	90345	-	2499	286
YFL013C	VI	107852	109930	-	2079	71
RUF23	VI	221714	221967	+	254	5
YFL046W	VI	42815	43438	+	624	96
YFR014C	VI	172537	173877	-	1341	175
YFL056C	VI	14305	15431	-	1127	53
YFL041W-A	VI	48734	48925	+	192	12
YFR055W	VI	264204	265226	+	1023	140
YFR013W	VI	169922	172285	+	2364	184
YFR049W	VI	248523	248894	+	372	86
YFL050C	VI	33272	35848	-	2577	29
YFR044C	VI	239992	241437	-	1446	493
YFR032C-B	VI	223710	223973	-	264	10
YFR034W-A	VI	226022	226309	+	288	1
tP(UGG)F	VI;VI	101376;101443	101411;101478	+;+	72	0
YFR009W	VI	162488	164746	+	2259	365
tA(AGC)F	VI	204924	204996	-	73	0
YFL045C	VI	43628	44392	-	765	644
YFL068W	VI	53	535	+	483	0
YFR018C	VI	183131	184222	-	1092	232
YFR034C	VI	225020	225958	-	939	158
YFR029W	VI	210937	212973	+	2037	92
YFL003C	VI	134521	137157	-	2637	15
YFR041C	VI	237368	238255	-	888	62
YFL059W	VI	11363	12259	+	897	7
YFL062W	VI	6426	7565	+	1140	3
YFR026C	VI	205748	206257	-	510	11
YFL014W	VI	107256	107585	+	330	351
YFL066C	VI	1437	2615	-	1179	0
YFL047W	VI	40421	42565	+	2145	124
YFR032C-A	VI	223258	223437	-	180	593
YFR056C	VI	263957	264325	-	369	4
RUF20	VI	131061	131503	-	443	11
YFL044C	VI	44655	45560	-	906	89
YFR011C	VI	166746	167258	-	513	45
YFR022W	VI	196833	199034	+	2202	253
YFR047C	VI	244279	245166	-	888	274
tF(GAA)F	VI;VI	157916;157971	157951;158007	-;-	73	0
YFL051C	VI	30058	30540	-	483	14
YFL054C	VI	20847	22787	-	1941	86
YFR036W-A	VI	227451	228101	+	651	7
YFR024C-A	VI;VI	201960;203387	203292;203433	-;-	1380	321
YFR045W	VI;VI	241998;242082	242009;242999	+;+	930	80
YFR002W	VI	150016	152535	+	2520	168
YFL012W	VI	110647	111093	+	447	1
YFL033C	VI	69115	74427	-	5313	274
YFL021W	VI	95966	97498	+	1533	351
YFL008W	VI	119429	123106	+	3678	79
YFL019C	VI	100252	100605	-	354	3
YFR005C	VI	154527	155873	-	1347	112
YFL022C	VI	93499	95010	-	1512	642
YFL028C	VI	79344	80213	-	870	312
YFL052W	VI	28232	29629	+	1398	10
YFR008W	VI	160535	161200	+	666	39
YFL002C	VI	145114	146934	-	1821	131
YFL055W	VI	17004	18680	+	1677	45
YFL034C-B	VI;VI	63016;63974	63859;63993	-;-	864	120
YFR023W	VI	199874	201709	+	1836	3
YFR001W	VI	149110	149724	+	615	125
YFL023W	VI	90986	93376	+	2391	63
YFL020C	VI	99231	99599	-	369	8
tY(GUA)F2	VI;VI	210619;210669	210654;210707	-;-	75	0
YFL067W	VI	836	1363	+	528	6
YFR031C-A	VI;VI	220507;221415	221267;221418	-;-	765	1158
YFL010C	VI	115108	115743	-	636	528
tN(GUU)F	VI	137486	137559	-	74	0
YFL053W	VI	23423	25198	+	1776	24
YFR030W	VI	213312	216419	+	3108	345
YFR003C	VI	152657	153124	-	468	134
YFL039C	VI;VI	53260;54687	54377;54696	-;-	1128	4037
YFL029C	VI	78055	79161	-	1107	151
YFL030W	VI	76831	77988	+	1158	53
YFL058W	VI	12929	13951	+	1023	1
YFL016C	VI	104701	106236	-	1536	151
YFR040W	VI	234242	237250	+	3009	302
YFL041W	VI	49139	51007	+	1869	128
tS(GCU)F	VI;VI	191513;191577	191557;191613	-;-	82	1
tG(GCC)F1	VI	162228	162298	+	71	0
YFL036W	VI	58782	62837	+	4056	138
YFR053C	VI	253592	255049	-	1458	2207
YFL048C	VI	38843	40180	-	1338	220
YFL015W-A	VI	106415	106732	+	318	0
YFR057W	VI	269061	269516	+	456	1
YFR046C	VI	243074	244159	-	1086	48
YFL037W	VI	56336	57709	+	1374	492
YFL061W	VI	9545	10222	+	678	3
YFL017C	VI	103983	104462	-	480	97
YFR012W	VI	167888	168496	+	609	5
YFL034C-A	VI;VI	64243;64921	64599;64932	-;-	369	342
YFR010W	VI	165067	166566	+	1500	284
YFL040W	VI	51350	52972	+	1623	18
YFR020W	VI	192737	193435	+	699	65
YFR038W	VI	229380	231941	+	2562	110
YFR012W-A	VI	169224	169310	+	87	2
YFL031W	VI;VI	75179;76092	75839;76147	+;+	717	1175
YFL017W-A	VI	103699	103932	+	234	47
YFL005W	VI	130334	130981	+	648	194
YFR019W	VI	184502	191338	+	6837	206
